x1,x2,y
161.81,69.706,305.2
161.93,70.153,301.4
162.06,70.6,304.5
162.19,71.047,298.7
162.32,71.494,297.8
162.5,71.935,305.2
162.67,72.376,295.4
162.86,72.823,298.8
162.91,73.27,304.4
163.1,73.717,299.9
163.32,74.158,295.9
163.56,74.599,296.5
163.98,75.035,283.6
164.1,75.487,292.5
164.57,75.917,291.9
164.73,76.37,290.8
165.11,76.811,294.7
165.67,77.235,298.8
166.07,77.67,291.6
166.55,78.111,295.4
167.05,78.547,298.2
167.6,78.982,292.9
168.19,79.418,284.6
168.58,79.859,288.9
169.28,80.289,280.9
170.07,80.724,288.3
171.18,81.137,270.4
171.88,81.572,281.5
172.92,81.985,259.7
174.1,82.403,259.5
175.43,82.815,255.6
176.61,83.239,256.8
178.63,83.623,208.3
-179.42,84.024,218
-125.67,-67.557,208.5
-126.86,-67.603,209.3
-128.03,-67.706,213.7
-129.25,-67.678,221.7
-130.45,-67.758,216.3
-131.67,-67.718,216.5
-132.87,-67.781,211.5
-134.08,-67.729,228.2
-135.3,-67.764,214.9
-136.5,-67.683,211.7
-137.7,-67.655,211.4
-138.91,-67.666,229.2
-140.09,-67.569,218.2
-141.3,-67.506,221.5
-142.48,-67.494,222.2
-143.67,-67.42,225.9
-144.82,-67.328,220.7
-145.98,-67.242,234.5
-147.13,-67.145,223.4
-148.27,-67.03,223.7
-149.4,-66.91,226
-150.52,-66.784,230.5
-151.63,-66.641,226.7
-152.73,-66.503,229.7
-153.75,-66.291,236.5
-154.82,-66.131,234.3
-155.93,-66.022,242.2
-156.92,-65.793,250.2
-157.94,-65.609,258.1
-158.94,-65.42,252.4
-159.93,-65.226,264.2
-160.91,-65.025,265.7
-161.86,-64.819,271.8
-162.82,-64.612,269.9
-163.81,-64.441,277
-164.73,-64.211,289.3
-165.62,-63.982,292.9
-166.51,-63.742,298.3
-167.38,-63.501,307.1
-168.24,-63.249,313.8
-169.08,-62.991,320.7
-169.9,-62.733,332.9
-170.72,-62.47,345
-171.43,-62.143,357.1
-172.29,-61.914,370.8
-172.98,-61.593,382.9
-173.72,-61.312,394.6
-174.46,-61.026,404
-175.28,-60.774,409
-176,-60.481,412.3
-176.69,-60.178,416.9
-177.37,-59.874,415.2
-178.04,-59.565,422.4
-178.7,-59.255,422.3
-179.35,-58.94,417.4
-179.99,-58.619,419.1
179.38,-58.298,416.7
178.77,-57.972,415
178.17,-57.64,404.3
177.58,-57.307,399.3
177,-56.975,400
176.51,-56.597,399
175.96,-56.259,398.9
175.32,-55.944,403.3
174.8,-55.606,394.7
174.27,-55.262,397.3
173.75,-54.901,391
173.24,-54.551,392.6
172.75,-54.196,384.7
172.26,-53.841,385
171.78,-53.48,382.7
171.31,-53.119,382.8
170.84,-52.752,385.7
170.39,-52.386,389.4
169.94,-52.019,392.1
169.5,-51.652,393.2
169.07,-51.28,400.6
168.63,-50.907,398.9
168.21,-50.529,402.8
167.73,-50.18,404.9
167.33,-49.801,411.2
166.94,-49.418,410.7
166.55,-49.039,412.9
166.16,-48.656,415
165.79,-48.277,411.4
165.42,-47.888,407.7
165.06,-47.504,406.5
164.7,-47.114,408.5
164.28,-46.748,410.8
164,-46.329,399.8
163.66,-45.94,395.6
163.32,-45.55,390.6
162.99,-45.149,386.6
162.61,-44.782,381.4
162.34,-44.358,381.4
162.03,-43.957,377.7
161.71,-43.556,376.8
161.41,-43.155,377.9
161.1,-42.754,378.3
160.81,-42.353,370.9
160.45,-41.969,370.9
160.16,-41.557,377.1
159.87,-41.156,373.7
159.59,-40.749,375.5
159.31,-40.342,371.8
159.04,-39.929,374.5
158.76,-39.517,376.3
158.51,-39.11,369.8
158.25,-38.698,365.9
157.99,-38.291,367.2
157.73,-37.873,359.9
157.47,-37.466,358.5
157.22,-37.053,354.7
156.97,-36.635,346.8
156.74,-36.211,348.2
156.49,-35.804,343.8
156.26,-35.38,343.8
156.02,-34.962,343.8
155.72,-34.555,340.6
155.5,-34.137,336.3
155.28,-33.719,324.6
155.05,-33.295,319.6
154.84,-32.876,316.8
154.61,-32.447,315.7
154.41,-32.028,315.6
154.19,-31.604,311.7
153.98,-31.186,308.4
153.78,-30.756,309
153.57,-30.327,309
153.38,-29.903,306.8
153.17,-29.473,306.7
153.03,-29.038,307.4
152.84,-28.608,305.6
152.65,-28.184,302
152.4,-27.766,303.9
152.26,-27.319,301.6
152.07,-26.895,297.4
151.83,-26.482,302.6
151.65,-26.052,302.3
151.47,-25.617,301.8
151.3,-25.187,296.7
151.17,-24.74,295
150.95,-24.334,296.5
150.77,-23.892,294.9
150.6,-23.457,292.6
150.37,-23.039,294
150.21,-22.609,286.5
150.04,-22.179,285.8
149.87,-21.744,285.8
149.67,-21.32,281.3
149.51,-20.89,280.5
149.35,-20.455,281.4
149.19,-20.019,284.1
149.08,-19.572,281.9
148.88,-19.154,282.7
148.72,-18.719,278.3
148.57,-18.277,280.8
148.42,-17.842,284.1
148.27,-17.406,280.7
148.17,-16.954,280.9
147.98,-16.524,276.8
147.87,-16.077,276.4
147.69,-15.653,273
147.59,-15.195,274
147.4,-14.765,271.5
147.26,-14.33,272.4
147.12,-13.877,270.3
147.02,-13.424,272.8
146.84,-12.995,270.4
146.71,-12.554,269.6
146.57,-12.118,271.9
146.44,-11.677,270.9
146.26,-11.241,267.9
146.14,-10.8,268.2
146.01,-10.353,264.7
145.88,-9.9122,270
145.75,-9.4767,260
145.62,-9.0355,260
145.5,-8.5944,257.1
145.38,-8.1532,255.3
145.25,-7.712,253.2
145.13,-7.2708,257.4
145.01,-6.8239,255.8
144.88,-6.3827,250.6
144.77,-5.9416,251.9
144.65,-5.4947,256.7
144.53,-5.0535,259.2
144.38,-4.6066,257.3
144.26,-4.1597,259
144.18,-3.7128,256.5
144.03,-3.2716,253.7
143.96,-2.819,259.1
143.84,-2.372,253.1
143.69,-1.9309,252
143.58,-1.484,254.1
143.47,-1.0371,252.6
143.36,-0.59015,258.4
143.22,-0.14897,255.8
143.11,0.29221,255.7
143.01,0.72766,251.8
142.86,1.1746,254.5
142.75,1.6215,255.3
142.67,2.0684,256.6
142.54,2.5153,256.7
142.43,2.9622,262
142.32,3.4091,259.6
142.22,3.856,255.9
142.09,4.3029,257.4
141.97,4.7441,258.9
141.87,5.191,256.8
141.77,5.6436,257
141.68,6.0905,255.8
141.6,6.5374,254.3
141.51,6.9901,254
141.42,7.437,260.5
141.31,7.8839,261.1
141.22,8.3365,257.8
141.13,8.7834,257.5
141.04,9.2304,257.9
140.94,9.6887,261.7
140.85,10.141,265.7
140.73,10.583,266.8
140.67,11.035,261.6
140.55,11.482,263.2
140.46,11.935,262.8
140.37,12.382,262.5
140.25,12.834,263.1
140.16,13.287,263.9
140.08,13.734,267.4
139.99,14.186,264.5
139.9,14.633,259.4
139.82,15.086,254.5
139.74,15.533,255.8
139.65,15.986,259.1
139.57,16.432,259.1
139.45,16.879,260.1
139.37,17.332,257.3
139.29,17.785,260.8
139.21,18.232,260.6
139.13,18.684,261.8
139.05,19.131,263.6
138.97,19.584,266.5
138.88,20.031,263.9
138.81,20.478,266.9
138.73,20.93,264.6
138.66,21.383,267.6
138.61,21.841,268.1
138.54,22.3,265.7
138.43,22.741,269.1
138.35,23.193,267.8
138.31,23.646,268.4
138.21,24.087,266.1
138.13,24.54,270.4
138.1,24.998,265.7
138,25.445,266.9
137.92,25.903,265.5
137.88,26.356,268.2
137.78,26.803,267.9
137.66,27.256,266.3
137.64,27.703,268.8
137.57,28.149,267.8
137.47,28.602,277.9
137.44,29.055,275.6
137.37,29.507,275.2
137.27,29.954,279.2
137.2,30.401,280
137.13,30.854,273.1
137.07,31.306,274.8
137.01,31.759,278.9
136.94,32.212,277.9
136.88,32.67,279.9
136.82,33.123,279
136.71,33.57,280.8
136.64,34.028,283.9
136.59,34.475,279.5
136.53,34.933,280
136.46,35.38,283.2
136.42,35.833,283.2
136.36,36.28,292.7
136.3,36.732,299.4
136.24,37.185,303.3
136.19,37.638,309.3
136.09,38.09,311
136.03,38.531,312.5
135.97,38.984,314.2
135.92,39.437,316.3
135.92,39.889,319.1
135.87,40.353,317.8
135.83,40.8,322.1
135.78,41.253,325.8
135.73,41.711,327.7
135.69,42.164,331.3
135.7,42.611,332.2
135.6,43.064,332.8
135.56,43.516,334.7
135.57,43.969,337
135.53,44.421,332.8
135.49,44.874,336.3
135.45,45.327,337.8
135.41,45.774,337.7
135.3,46.226,339.2
135.27,46.685,343.5
135.22,47.126,340.4
135.19,47.578,344.9
135.16,48.031,343.8
135.12,48.478,338.4
135.03,48.931,335
134.99,49.378,338.3
134.97,49.824,337.1
134.94,50.277,329.2
134.91,50.724,330.8
134.81,51.177,328.2
134.79,51.629,323.4
134.76,52.082,319.4
134.74,52.529,310.7
134.71,52.981,310.3
134.7,53.423,310.8
134.68,53.875,313.3
134.67,54.328,312.9
134.72,54.775,313.7
134.71,55.222,310.7
134.71,55.674,311.1
134.69,56.121,307.6
134.69,56.58,307
134.6,57.032,307.5
134.69,57.485,304.6
134.59,57.932,302.6
134.6,58.39,302.9
134.61,58.843,306.1
134.6,59.29,306.8
134.61,59.737,309.3
134.62,60.189,307.4
134.64,60.648,308.2
134.65,61.094,304.5
134.67,61.541,297.4
134.7,61.988,293.2
134.71,62.435,287.9
134.75,62.888,285.2
134.78,63.335,285.7
134.82,63.776,283.5
134.86,64.223,280.9
134.9,64.67,278.6
134.95,65.128,279.4
135.01,65.564,283.8
135.06,66.016,280
135.13,66.463,272.1
135.2,66.91,260.1
135.27,67.357,254.9
135.36,67.804,259.1
135.44,68.256,265.2
135.53,68.703,277.7
135.64,69.15,284.3
135.75,69.597,275.1
135.87,70.044,285.8
135.99,70.491,285.3
136.13,70.944,283.9
136.27,71.385,279.6
136.28,71.837,274.9
136.44,72.284,276.2
136.64,72.726,274.8
136.98,73.167,269.3
137.03,73.614,278.2
137.41,74.055,280.6
137.48,74.507,278.4
137.89,74.943,285.2
138.17,75.384,302.8
138.3,75.831,292.1
138.62,76.272,293.8
138.97,76.713,291.7
139.34,77.149,283.7
139.75,77.59,280.2
140.2,78.025,283.6
140.68,78.467,291
141.21,78.902,292.8
141.78,79.337,282.2
142.41,79.767,286.8
143.1,80.197,279.6
143.86,80.632,290.3
144.75,81.056,277.9
145.93,81.457,274.6
146.99,81.881,276.9
148.17,82.3,272.7
149.49,82.718,262.1
150.94,83.113,269.7
152.61,83.52,266.8
154.15,83.944,265.9
-151.47,-67.546,229.8
-152.66,-67.598,229.7
-153.89,-67.586,211.3
-155.07,-67.683,228.6
-156.27,-67.701,226.1
-157.49,-67.775,234
-158.7,-67.724,230.8
-159.91,-67.781,226.2
-161.12,-67.712,231.5
-162.32,-67.689,242.2
-163.5,-67.718,234.3
-164.73,-67.683,238.3
-165.92,-67.638,241
-167.11,-67.58,236.5
-168.28,-67.517,241.1
-169.45,-67.443,246.2
-170.59,-67.294,249.8
-171.79,-67.265,247.6
-172.91,-67.111,249.5
-174.09,-67.048,242.7
-175.22,-66.939,249.9
-176.31,-66.755,261.2
-177.45,-66.669,272.6
-178.54,-66.532,268.1
-179.65,-66.383,273.8
179.31,-66.217,277.5
178.29,-66.01,288.6
177.18,-65.884,288.4
176.23,-65.65,301.5
175.16,-65.518,317.1
174.22,-65.277,311.9
173.26,-65.071,317.8
172.29,-64.865,324.9
171.34,-64.653,333.1
170.4,-64.429,334.7
169.49,-64.206,342.7
168.58,-63.971,348.2
164.22,-62.779,370.1
163.47,-62.475,382
162.59,-62.246,386.3
161.89,-61.925,400.3
161.04,-61.696,400.6
160.28,-61.415,406.8
159.54,-61.129,408.9
158.82,-60.837,406.8
158.1,-60.539,408.6
157.4,-60.241,406.6
156.71,-59.931,406.3
156.04,-59.628,405.1
155.39,-59.318,406.7
154.74,-59.003,408.1
151.66,-57.382,418.3
151.07,-57.038,419
150.52,-56.711,418.8
149.95,-56.362,419.2
149.4,-56.018,417.6
148.86,-55.674,418.8
148.33,-55.331,420.9
147.81,-54.975,421
147.3,-54.62,420.8
146.8,-54.276,417.6
146.31,-53.91,414
145.83,-53.549,405.6
145.36,-53.188,404.9
144.89,-52.821,401.7
144.43,-52.46,395.8
143.98,-52.093,397.5
143.63,-51.687,407.5
143.11,-51.348,408.2
142.69,-50.982,407.3
142.27,-50.604,407.4
141.86,-50.231,402.6
141.46,-49.853,402.8
140.99,-49.498,400.6
140.59,-49.125,401.9
140.22,-48.736,400.9
139.82,-48.352,402.8
139.39,-47.991,402.7
139.16,-47.555,403.4
138.73,-47.195,405.2
138.38,-46.805,398.8
138.09,-46.387,396
137.69,-46.014,395.1
137.35,-45.625,395
137.02,-45.229,387.2
136.63,-44.857,386.8
136.29,-44.462,392.4
135.97,-44.06,389.4
135.66,-43.665,383
135.36,-43.27,384.7
135.05,-42.857,384.8
134.76,-42.462,380.1
134.46,-42.055,378.2
134.17,-41.648,377.1
133.95,-41.219,378.1
132.51,-39.196,370.7
132.24,-38.778,369.3
130.98,-36.698,354.8
130.74,-36.291,348.8
130.5,-35.879,349.9
130.26,-35.46,342.4
129.97,-35.054,342.7
129.73,-34.635,342.1
129.51,-34.223,341.1
129.33,-33.787,339.4
129.06,-33.381,336.7
128.89,-32.945,332.4
128.62,-32.538,328.5
128.41,-32.114,321.1
128.19,-31.696,319.3
127.99,-31.272,321.3
127.78,-30.842,310.8
127.57,-30.418,309.9
127.37,-30,304.9
127.17,-29.57,308.9
126.59,-28.293,302.9
126.4,-27.869,292.4
126.21,-27.445,294.3
126.03,-27.015,298.7
125.84,-26.585,303.7
125.66,-26.156,301.6
125.47,-25.726,301.2
125.29,-25.29,296.3
125.12,-24.861,293.8
124.94,-24.425,298.4
124.77,-23.984,294.2
124.54,-23.566,294.7
124.37,-23.13,292.5
124.2,-22.701,292.2
124.03,-22.265,290.6
123.87,-21.83,290.5
123.7,-21.389,290.6
123.5,-20.965,291.2
123.33,-20.529,291.5
123.23,-20.088,289.2
123.02,-19.67,288.7
122.87,-19.228,288.4
122.76,-18.782,287.9
122.61,-18.358,287.1
122.31,-17.481,280.8
122.21,-17.034,278
122.02,-16.604,278.5
121.86,-16.157,279.8
121.72,-15.728,283.9
121.53,-15.298,283.3
121.39,-14.857,279.8
121.21,-14.427,278.9
121.11,-13.98,280.9
120.97,-13.545,281.2
120.8,-13.109,275.8
120.69,-12.662,272.9
120.53,-12.233,274.3
120.44,-11.786,269.6
120.3,-11.345,267.2
120.17,-10.898,270.5
120.04,-10.456,266.3
119.91,-10.015,265.4
119.78,-9.5627,265.7
119.65,-9.1215,264.9
119.52,-8.6803,263.3
119.4,-8.2334,261.8
119.24,-7.7922,261.1
119.11,-7.3568,258
118.99,-6.9099,261.6
118.84,-6.463,261.3
118.69,-6.0275,263.9
118.6,-5.5863,258.9
118.48,-5.1337,259.9
118.36,-4.6983,258.8
118.24,-4.2456,255
118.13,-3.8044,254.2
118.01,-3.3575,255.8
117.9,-2.9106,259.8
117.79,-2.458,256.2
117.65,-2.0168,261.7
117.57,-1.5642,257.4
117.46,-1.1287,255.1
117.35,-0.68182,254.8
117.24,-0.24064,258.9
117.16,0.20626,260.4
117.03,0.63598,258.9
116.92,1.0829,263
116.82,1.5298,258
116.71,1.9767,260.3
116.57,2.4236,261.3
116.47,2.8705,268.7
116.32,3.3117,270.3
116.2,3.7643,263.2
116.05,4.1998,269.9
115.95,4.6524,268.5
115.82,5.0936,264.3
115.72,5.5462,268.7
115.63,5.9931,268.5
115.53,6.44,265.9
115.46,6.8984,264.6
115.37,7.3453,263.1
115.27,7.7922,260.6
115.18,8.2391,261.3
115.08,8.6918,262.4
114.99,9.1387,262.2
114.9,9.5913,260
114.83,10.038,257.1
114.74,10.485,256.3
114.65,10.938,261.2
114.53,11.385,265.1
114.44,11.826,263.4
114.32,12.284,265.5
114.26,12.731,266.3
114.18,13.178,266
114.09,13.631,263.9
114.01,14.083,264.4
113.89,14.53,262.2
113.8,14.983,262.8
113.71,15.43,262.5
113.63,15.877,266.8
113.55,16.324,263.7
113.47,16.776,264.4
113.41,17.24,264.4
113.3,17.681,265.9
113.22,18.134,271.9
113.11,18.581,269.3
113.02,19.028,267.6
112.95,19.475,265.7
112.87,19.927,266.5
112.79,20.38,261.3
112.71,20.827,263.3
112.63,21.28,270
112.56,21.732,275.4
112.48,22.185,274.8
112.4,22.649,274.1
112.29,23.096,271.3
112.21,23.549,271.7
112.14,24.001,268.8
112.11,24.46,270.6
111.99,24.906,273.6
111.96,25.365,279.9
111.89,25.812,276.9
111.78,26.264,282.5
111.72,26.711,279.5
111.69,27.158,279.8
111.58,27.611,279.5
111.5,28.058,278.9
111.47,28.516,277.3
111.42,28.969,273
111.3,29.416,273.7
111.24,29.868,270.3
111.17,30.315,273.1
111.11,30.768,274
111.04,31.22,277.7
110.98,31.673,275.3
110.92,32.12,277.3
110.86,32.567,279.6
110.84,33.025,277.5
110.78,33.478,272.4
110.68,33.925,271.3
110.62,34.377,270.6
110.56,34.83,270
110.45,35.283,272.7
110.44,35.724,269.4
110.39,36.177,272.9
110.33,36.629,273.9
110.28,37.082,275.6
110.22,37.534,276.5
110.17,37.987,279.4
110.11,38.445,275.6
110.01,38.898,280.1
110,39.356,276.1
109.9,39.809,277.7
109.85,40.25,282.3
109.8,40.697,280.2
109.33,44.765,289.9
109.29,45.218,292.9
109.25,45.665,294.9
109.21,46.117,291.3
109.24,46.576,286.3
109.2,47.023,289.6
109.11,47.475,289.5
109.06,47.928,296.8
109.03,48.381,298.1
109,48.833,300.7
108.97,49.28,300.6
108.94,49.744,302
108.91,50.185,299.5
108.89,50.638,301.8
108.92,51.085,295.6
108.84,51.538,292.2
108.8,51.99,286.9
108.86,52.431,281.7
108.77,52.884,284.7
108.74,53.337,286.8
108.72,53.789,285.1
108.71,54.236,284.1
108.62,54.683,284.3
108.68,55.136,280.7
108.59,55.594,277.1
108.59,56.041,278.6
108.64,56.482,274.5
108.56,56.935,274.3
108.65,57.382,272.7
108.64,57.829,275.4
108.56,58.281,279.5
108.56,58.722,287.6
108.66,59.175,290.5
108.58,59.628,289.8
108.67,61.874,289.8
108.68,62.326,289.4
108.71,62.779,283
108.74,63.226,280.7
108.97,65.489,285.2
109.02,65.936,283.4
109.09,66.383,278.8
109.05,66.836,281
109.22,67.271,278.3
109.29,67.724,273.2
109.39,68.176,262.9
109.47,68.617,276.6
109.81,69.958,259
109.92,70.405,260.3
110.71,72.628,272.7
110.9,73.064,276.8
111.1,73.505,268.5
111.33,73.946,274
111.56,74.393,280.4
111.82,74.828,276.8
112.07,75.269,280
112.39,75.711,279.4
112.72,76.158,286.5
112.86,76.61,282.4
113.26,77.046,286.4
113.63,77.487,278.8
114.06,77.928,284.2
114.75,78.358,277.6
115.06,78.805,280.8
115.62,79.234,292.6
116.24,79.67,289.3
116.92,80.1,298.7
117.7,80.529,291.5
118.49,80.959,286.8
119.4,81.383,274.6
120.41,81.807,270.4
